Id,Overall Qual,Gr Liv Area,Year Built,BsmtFin SF 1,Garage Area,Lot Area,SalePrice
1440,7,1479,1999,0.0,577.0,9382,191000
2006,5,1060,1925,317.0,308.0,6854,136500
2082,4,943,1958,0.0,308.0,11515,80000
2344,7,2183,1988,1002.0,786.0,13837,229000
248,7,1949,1993,750.0,574.0,9938,236000
2276,10,1824,2006,0.0,932.0,12633,392000
755,6,1930,1927,522.0,316.0,6876,149000
1178,10,2393,1998,128.0,846.0,3951,345000
2636,5,2014,1900,0.0,624.0,9856,169000
2077,4,1242,1946,0.0,336.0,17808,109900
2930,7,2000,1993,758.0,650.0,9627,188000
737,6,1412,1939,0.0,280.0,6000,132500
837,5,990,1994,755.0,440.0,9757,143000
2086,5,1342,1951,557.0,256.0,9280,125000
2385,9,1868,2005,1505.0,1085.0,14780,415000
189,4,1363,1910,0.0,528.0,7740,125500
635,6,1632,1958,620.0,338.0,9600,139000
432,10,2296,2008,1338.0,842.0,13478,451950
900,5,1678,1959,0.0,0.0,10926,119900
966,8,1296,2001,1005.0,471.0,6853,220000
1612,6,1587,1971,838.0,525.0,10667,167300
904,5,1298,1941,626.0,256.0,8212,122000
2487,5,1728,1963,1332.0,504.0,9100,125000
1304,5,928,1957,308.0,288.0,6000,112500
2112,7,1795,2005,0.0,578.0,9316,191000
1244,6,1080,1958,570.0,288.0,9464,136000
843,7,1779,1998,0.0,546.0,10400,197900
2689,6,1635,1910,0.0,255.0,5310,117000
2753,7,1220,2006,684.0,632.0,7406,194000
1169,9,1310,2001,1004.0,545.0,4538,285000
1376,5,1355,1940,351.0,0.0,10106,127500
2503,7,2295,1992,728.0,590.0,13346,268000
1987,4,1798,1900,0.0,342.0,9639,137000
1190,7,1620,1967,603.0,578.0,15387,215000
1930,5,1216,1955,288.0,336.0,10050,129500
2677,5,1344,1936,0.0,240.0,6240,115000
1256,5,1159,1925,0.0,288.0,7506,114000
2484,4,1056,1966,1056.0,384.0,8900,107000
1253,5,1216,1947,442.0,336.0,8480,118500
1337,6,1158,1929,0.0,208.0,6000,120000
1788,8,1538,2005,769.0,484.0,8847,260000
141,5,1143,1959,856.0,308.0,8050,136000
1669,4,872,1971,0.0,480.0,8294,123000
1366,6,1406,1920,0.0,0.0,7920,89500
52,6,1324,2005,0.0,430.0,18494,199500
1380,5,904,1966,0.0,408.0,7162,109900
919,7,2080,1926,0.0,282.0,10918,234000
2804,6,848,2004,662.0,420.0,4435,155900
782,4,1788,1957,0.0,304.0,11250,161500
956,6,1344,1958,111.0,525.0,14375,137500
187,5,2256,1910,0.0,0.0,9045,76500
2074,6,2060,1988,831.0,521.0,10029,211000
1039,6,1337,1998,266.0,511.0,4060,181000
1210,6,1165,1966,312.0,490.0,9020,174900
2710,5,1320,1966,328.0,564.0,11777,164500
44,7,1535,2004,2.0,532.0,10171,214000
1026,7,2044,1980,0.0,489.0,10400,185000
1343,4,1136,1929,80.0,336.0,6240,123000
2248,6,1299,1979,1001.0,486.0,12150,183500
1849,8,1441,1999,0.0,492.0,2645,174000
2076,5,1630,1953,587.0,649.0,22692,130000
2641,7,1641,1925,16.0,546.0,9600,178000
5,5,1629,1997,791.0,482.0,13830,189900
878,6,848,2003,685.0,420.0,4435,144000
1548,6,816,1930,538.0,432.0,5890,120500
841,5,1097,1994,0.0,672.0,10859,145000
1621,8,1652,2000,1196.0,499.0,5330,251000
218,4,1768,1968,0.0,0.0,10778,136500
1504,4,1152,1955,0.0,0.0,6845,82500
946,2,810,1910,0.0,280.0,21780,57625
455,7,1358,2007,876.0,484.0,10307,212500
2906,6,1216,1998,897.0,402.0,4500,164000
2878,6,1638,1957,0.0,384.0,9060,139000
1173,7,1252,1999,510.0,462.0,2160,160000
985,5,883,1992,718.0,698.0,7669,149000
975,5,874,1968,510.0,288.0,9858,130000
202,7,1710,1921,0.0,480.0,10300,140000
528,8,1836,2008,0.0,517.0,8125,264500
2579,5,1092,1957,895.0,299.0,14850,141000
1841,7,1241,2006,1106.0,569.0,4274,199900
591,6,1334,1977,686.0,630.0,9650,167900
1897,6,1429,1960,594.0,572.0,14585,181900
70,8,1566,2008,1078.0,750.0,9000,262500
590,7,2288,1977,432.0,520.0,13774,230000
1172,9,1709,1999,1238.0,506.0,5119,328900
1714,8,1721,2005,119.0,554.0,9254,232698
829,8,1254,2008,872.0,810.0,10324,221800
1397,5,1350,1941,336.0,627.0,8375,152400
877,7,1630,2000,0.0,451.0,9750,213000
2477,7,1585,2005,0.0,449.0,7632,184900
2871,5,1336,1953,841.0,375.0,15750,157000
2489,5,1211,1962,612.0,576.0,9240,144000
1655,6,1353,1979,903.0,478.0,10400,192350
1891,7,1200,1966,654.0,440.0,8800,163500
1419,7,2329,1990,1085.0,514.0,11839,262280
1473,7,1536,2002,810.0,532.0,9135,214000
2868,6,1811,1956,296.0,470.0,14115,230000
1695,7,2172,2006,0.0,947.0,14154,280000
2244,4,1073,1957,967.0,720.0,6565,140000
169,6,1839,1966,0.0,442.0,7700,155000
2670,3,1020,1918,0.0,0.0,4761,64500
247,6,1802,1993,860.0,1017.0,12361,218000
2137,5,1009,1977,755.0,576.0,9720,160000
1794,8,1338,2007,24.0,598.0,8640,208900
1498,5,3820,1959,0.0,624.0,47007,284700
1164,7,1392,2007,0.0,540.0,3180,146000
1179,8,1288,1996,786.0,500.0,14963,245500
1340,6,1013,1926,0.0,160.0,5000,113000
436,8,1782,2004,1531.0,932.0,16870,296000
1636,9,1922,2005,1249.0,676.0,14157,377426
421,10,1718,2006,1172.0,786.0,12456,337500
457,10,2492,2004,2146.0,949.0,14836,552000
2834,4,936,1948,0.0,265.0,6956,97900
517,6,1218,2009,27.0,676.0,7862,208300
1566,7,1820,1996,0.0,816.0,11050,213000
1439,7,1724,1998,0.0,527.0,8924,188000
2577,6,1336,1958,203.0,488.0,9610,162000
2241,5,1558,1950,420.0,282.0,13710,152000
71,7,1947,2004,222.0,678.0,12552,254900
1143,7,1657,1994,537.0,483.0,14565,189000
1021,7,2064,1978,1206.0,550.0,18559,235000
1416,5,1164,1950,1040.0,240.0,10880,125000
35,7,836,1975,0.0,308.0,2280,120000
2904,1,1600,1951,0.0,270.0,31250,81500
2174,6,816,1990,816.0,0.0,11841,118500
522,9,1766,2009,1121.0,478.0,9187,370878
2211,5,2002,1949,284.0,871.0,6270,145000
1539,7,1954,1939,341.0,431.0,15660,311500
2420,7,1364,2006,453.0,437.0,3087,210250
2779,7,1861,2002,700.0,492.0,13450,200000
953,5,1734,1977,0.0,539.0,10125,126000
658,4,1039,1900,0.0,281.0,8146,114000
714,4,1510,1910,0.0,720.0,9600,87500
1637,8,2541,2005,986.0,729.0,12328,349265
538,8,1512,2004,516.0,845.0,10141,203000
546,7,1434,2001,20.0,527.0,8529,189000
533,7,1653,2003,410.0,628.0,8127,209000
718,6,2007,1900,0.0,357.0,8400,160000
1830,5,1037,1974,787.0,431.0,10751,129000
2929,5,1389,1974,1071.0,418.0,10010,170000
2207,5,694,1913,365.0,352.0,4280,90350
1417,6,1096,1924,0.0,0.0,9600,79000
2787,5,894,1972,894.0,552.0,9800,149900
1037,5,864,1971,119.0,576.0,7560,123000
2659,4,1774,1900,0.0,779.0,9600,87000
1567,6,1118,1977,522.0,358.0,9880,171000
1225,6,1252,1950,280.0,288.0,9600,119000
685,5,1148,1959,1148.0,672.0,7931,132500
1358,8,1666,1925,0.0,228.0,5100,161000
1461,9,1947,2001,1194.0,725.0,9720,274000
221,5,912,1967,842.0,336.0,8521,125000
2187,5,1195,1946,0.0,0.0,8741,98500
2504,8,1624,1994,1456.0,757.0,12461,262000
855,5,914,1979,710.0,444.0,6950,134900
2258,5,1328,1959,967.0,308.0,16905,170000
2205,6,1461,1926,0.0,225.0,7155,135000
1158,6,2683,1990,704.0,473.0,9205,290000
1741,7,1258,2007,0.0,462.0,7697,173500
2735,5,2008,1948,603.0,230.0,7800,225000
1888,5,1187,1961,311.0,440.0,14357,140500
2121,5,990,1994,495.0,299.0,8775,126000
1176,8,1586,1999,612.0,480.0,2645,170000
2773,5,990,1995,716.0,576.0,13568,156000
2619,5,1600,1957,1277.0,319.0,16321,207500
1796,8,1792,2007,350.0,590.0,8640,255000
1598,4,988,1973,437.0,297.0,1596,94900
1965,5,1170,1958,625.0,338.0,7315,140000
2651,3,1376,1905,0.0,216.0,7614,96900
609,5,1154,1966,740.0,480.0,11000,154000
1990,8,1772,1910,0.0,816.0,10337,184900
1053,10,2084,2007,1636.0,1220.0,14803,385000
2877,4,951,1936,285.0,327.0,8765,106500
497,8,2687,2000,1173.0,810.0,12720,327000
514,9,2490,2005,2158.0,795.0,11128,468000
759,6,1666,1927,0.0,384.0,5160,135000
2474,6,1141,2005,0.0,484.0,13072,142500
1193,5,1464,1968,732.0,470.0,8814,141000
1415,5,1347,1910,969.0,0.0,7000,107500
2048,5,1282,1942,485.0,240.0,4484,108500
2483,6,1320,1994,274.0,472.0,9019,150000
2883,3,936,1916,0.0,0.0,8520,78000
1111,8,1580,2007,0.0,830.0,11932,235128
2072,7,1824,1971,1219.0,739.0,115149,302000
1450,5,1558,1975,88.0,440.0,14330,163000
274,3,640,1945,0.0,240.0,8777,84900
413,6,1322,1974,257.0,440.0,2308,147000
751,7,1826,1915,299.0,164.0,2500,155000
2897,7,1339,1990,1053.0,484.0,8049,180000
207,4,1092,1930,0.0,0.0,5600,55000
2269,7,1146,2003,786.0,438.0,9590,187500
891,6,1125,1976,631.0,352.0,7200,125000
2863,7,2057,1936,223.0,180.0,11500,250000
1298,5,899,1910,0.0,200.0,6756,78000
1292,4,1594,1910,0.0,0.0,11426,118000
1687,8,1694,2007,0.0,818.0,12030,318000
2749,8,1911,1993,380.0,471.0,9554,215000
2875,4,672,1925,0.0,0.0,8534,72000
1029,6,1523,1976,644.0,478.0,11361,180000
1581,6,1651,1986,1398.0,616.0,12416,184000
612,5,1041,1959,991.0,270.0,9600,124500
139,5,1604,1958,0.0,576.0,8267,135000
1335,6,1672,1940,521.0,240.0,6000,164900
2531,7,1164,1969,0.0,528.0,9600,140000
681,5,1041,1958,0.0,294.0,7350,128000
1383,6,1034,1978,450.0,504.0,7703,153000
1359,6,1609,1910,0.0,228.0,4347,127500
1226,5,1337,1950,32.0,264.0,9600,141500
63,8,2622,1994,1032.0,712.0,12256,325000
1869,7,1594,1993,0.0,472.0,9547,188500
2468,6,1262,2006,905.0,572.0,7200,185000
1135,6,1175,2005,80.0,0.0,13072,146000
719,6,1288,1917,0.0,280.0,3600,119000
405,5,1302,1971,0.0,280.0,1680,112000
2506,8,1247,2005,1039.0,550.0,3316,197000
2380,9,2589,2006,1369.0,831.0,16387,412083
1565,8,1689,2002,1218.0,857.0,13265,271000
1727,7,1405,2003,1000.0,478.0,3242,200000
1661,7,1324,1976,624.0,585.0,8991,174000
1967,5,1377,1960,1098.0,351.0,8000,156500
2267,6,1756,1996,742.0,422.0,9303,204000
1389,5,1228,1966,0.0,271.0,8544,149350
2553,5,1008,1954,486.0,275.0,11425,137000
1459,7,2031,1998,252.0,541.0,11404,222500
1739,6,1504,2007,0.0,440.0,8229,166000
172,5,936,1920,579.0,0.0,4485,109500
788,4,1383,1954,0.0,498.0,15635,122000
1979,5,967,1920,0.0,180.0,3153,99900
1801,8,1656,2006,24.0,826.0,11096,249700
931,6,1152,1950,0.0,300.0,14000,158500
2471,6,1142,2005,24.0,0.0,7733,139500
2899,6,1403,2000,1136.0,470.0,8098,202000
2544,5,1712,1959,528.0,588.0,8393,145000
1386,4,1258,1969,1198.0,400.0,12900,108959
315,5,1687,1948,353.0,572.0,57200,160000
1932,5,1560,1958,0.0,484.0,8078,128600
1660,7,1935,1976,0.0,550.0,12384,197900
2353,7,1083,1976,1005.0,596.0,9927,172000
2139,5,907,1977,60.0,308.0,16300,130000
1585,6,1675,1999,1223.0,435.0,7915,195000
1602,5,988,1954,0.0,520.0,21750,113000
2888,8,1491,2001,0.0,490.0,9116,209000
965,7,1479,1987,904.0,578.0,14419,213500
645,5,1112,1951,308.0,480.0,13070,126000
789,6,1689,1956,0.0,480.0,9855,127500
1015,9,1710,2007,1034.0,557.0,8118,334000
1264,6,1253,1960,733.0,352.0,10920,157000
1972,5,864,1962,110.0,294.0,6600,125500
1481,7,1456,2005,648.0,410.0,8199,189000
954,7,1217,1990,611.0,497.0,9947,173000
2499,7,2646,1974,1023.0,550.0,14330,260000
824,8,1768,2007,20.0,578.0,10769,212000
2769,5,914,1996,298.0,576.0,8846,148000
123,6,1775,1964,0.0,480.0,10600,136300
1862,5,2620,1977,498.0,600.0,18890,190000
1308,5,1627,1900,0.0,420.0,9142,139500
1758,7,1320,2003,0.0,400.0,7750,162000
2236,4,1123,1939,0.0,264.0,6060,100000
2912,5,874,1968,441.0,288.0,10172,126500
2093,7,2730,1986,28.0,576.0,10380,301000
2128,6,1786,1997,648.0,684.0,9337,204750
679,4,1040,1949,0.0,420.0,7200,90000
1313,5,2350,1920,234.0,393.0,9600,130000
2534,5,1770,1968,361.0,530.0,8640,155000
1273,5,1269,1960,374.0,308.0,7931,155000
219,5,1039,1965,841.0,504.0,11625,131500
133,6,1520,1955,674.0,364.0,9600,153000
38,8,1704,2007,1218.0,772.0,11478,306000
2408,9,1686,2006,1023.0,899.0,7740,332200
1575,8,1646,2007,1513.0,800.0,9520,293077
1671,4,914,1961,314.0,270.0,17199,128000
2000,6,1616,1926,370.0,216.0,5400,152000
2621,4,1192,1949,0.0,0.0,10800,135000
1996,6,2210,1880,0.0,205.0,9900,117500
1976,6,1296,1927,276.0,576.0,6000,127500
1861,8,2497,1981,1632.0,676.0,17778,373000
1600,6,1092,1970,358.0,0.0,1477,98000
298,7,1652,1994,343.0,473.0,19645,203135
875,7,1716,1996,0.0,512.0,8750,191000
1205,5,1014,1956,0.0,267.0,7785,98000
763,5,1200,1987,1200.0,0.0,10800,179000
512,8,1432,2006,379.0,492.0,9139,245000
592,7,1680,1998,144.0,583.0,10140,213250
1255,4,869,1948,0.0,390.0,10122,89900
355,7,1718,1998,0.0,427.0,10141,185000
1676,6,1092,1973,312.0,264.0,2205,113500
2599,3,715,1929,0.0,660.0,10914,68000
312,7,1560,2003,0.0,573.0,9196,201000
1124,7,1768,2005,400.0,603.0,9803,226700
1702,10,2290,2007,1684.0,1174.0,17169,500067
2434,7,1598,2004,0.0,433.0,9171,201490
1432,5,990,1994,722.0,528.0,9750,155000
689,5,941,1978,941.0,564.0,8604,145000
1349,6,1362,1920,0.0,502.0,6155,128000
1759,6,1690,2000,520.0,442.0,9487,187000
893,6,1072,2005,547.0,525.0,3675,145500
944,4,572,1925,0.0,200.0,10200,75000
2109,7,1546,2005,20.0,796.0,11750,217000
316,7,1346,2008,78.0,660.0,11896,220000
2529,6,1790,1972,247.0,484.0,10400,165150
1448,6,1026,1978,505.0,576.0,10970,147000
871,7,1504,1996,690.0,478.0,11883,203000
142,5,1700,1959,1018.0,447.0,10552,165500
1515,3,864,1914,41.0,0.0,8248,67000
1970,6,1851,1964,536.0,440.0,9760,187000
572,6,1512,2000,507.0,440.0,2998,180000
2200,6,1298,1921,113.0,240.0,6821,146500
2147,7,1673,2000,1412.0,583.0,11354,270000
249,6,996,1992,747.0,564.0,9069,147000
162,6,1224,1948,481.0,280.0,8064,132000
664,4,1374,1920,315.0,338.0,5400,105000
1516,5,1716,1912,210.0,0.0,5687,135900
16,8,3279,2003,1416.0,841.0,53504,538000
1808,7,1143,2006,0.0,0.0,7500,147000
425,9,1652,2006,1572.0,840.0,13173,325000
1372,5,1054,1947,0.0,240.0,9488,124000
2495,5,935,1965,560.0,288.0,13526,137000
661,4,2377,1915,0.0,528.0,10410,142900
1301,5,1122,1948,144.0,528.0,12000,147000
396,5,1180,1970,0.0,477.0,7830,128000
2663,7,1690,1916,0.0,225.0,8850,144000
50,8,1370,2006,24.0,484.0,7132,205000
886,5,1486,1964,637.0,480.0,9937,167000
696,5,1131,1941,0.0,200.0,5720,66500
2454,8,2799,1993,247.0,704.0,12585,315000
2106,7,1456,2006,0.0,440.0,11103,155835
353,8,1734,1995,741.0,528.0,8013,239500
441,9,1531,2006,1037.0,700.0,10872,300000
2270,8,1922,2002,1329.0,692.0,11305,282000
1924,5,1144,1960,0.0,336.0,9100,120000
1402,7,1363,1954,226.0,439.0,39104,241500
1070,9,1866,2008,372.0,870.0,10110,336860
2696,3,1077,1922,0.0,210.0,9786,91000
1840,8,1550,2006,0.0,528.0,5330,207500
1562,7,1646,2004,1474.0,482.0,3811,250000
2426,7,1248,2005,16.0,438.0,3010,167240
1162,7,1245,2004,24.0,495.0,3435,178000
1874,6,1052,1963,617.0,311.0,10800,127000
111,6,1829,1967,506.0,535.0,10456,218500
1207,4,952,1956,228.0,283.0,8475,135750
140,7,1480,2003,1188.0,620.0,8197,214000
545,8,1844,2005,976.0,620.0,10994,257000
1338,6,1497,1937,201.0,672.0,6000,157000
2873,5,976,1942,305.0,215.0,7288,102000
924,5,964,1921,713.0,432.0,13360,163500
844,7,1501,1999,679.0,577.0,10335,204000
901,5,1560,1956,546.0,313.0,11767,103500
2195,6,3395,1914,256.0,0.0,10896,200000
2081,5,864,1958,453.0,399.0,5400,118000
2774,7,1525,2000,1400.0,541.0,9100,235000
2573,5,1190,1962,803.0,540.0,7728,132500
1793,8,1830,2006,0.0,859.0,8778,221300
882,7,1500,2004,20.0,570.0,8487,190000
2791,7,1762,2002,456.0,591.0,9930,222000
297,7,1902,1959,1406.0,567.0,17500,335000
509,8,1658,2008,0.0,726.0,10206,257500
1115,9,1506,2008,0.0,592.0,14587,264132
773,5,899,1967,450.0,288.0,7800,130000
732,5,1654,1930,0.0,336.0,4960,137000
1552,5,912,1930,0.0,360.0,7392,99500
226,5,1373,1978,1319.0,591.0,7424,160250
2830,7,1709,2004,0.0,380.0,2522,130000
2238,5,816,1922,0.0,100.0,3672,75200
982,6,1091,1993,114.0,429.0,7706,131250
1265,6,1081,1960,697.0,401.0,12929,148000
559,5,1020,1965,544.0,288.0,9316,124100
1203,7,999,1961,867.0,588.0,12122,178400
2083,4,1440,1977,1440.0,0.0,7711,150000
2130,7,1753,1998,638.0,534.0,12352,217000
2455,8,1964,2005,0.0,760.0,12447,252000
535,7,1141,2006,54.0,484.0,7500,152000
2019,7,854,1929,0.0,576.0,6120,132000
2655,6,1182,1945,310.0,378.0,9576,120000
2391,9,2091,2005,1290.0,521.0,9942,338500
154,4,985,1920,0.0,676.0,7898,105000
999,7,1446,1996,604.0,406.0,21872,175000
1400,7,2022,1977,392.0,505.0,10005,192000
2807,7,1948,2004,0.0,434.0,12393,195000
516,8,1590,2008,0.0,676.0,9000,210000
1753,7,1948,2003,0.0,434.0,7875,211000
734,4,1324,1936,672.0,240.0,6000,128000
1209,6,1425,1964,490.0,576.0,10175,180500
1994,5,2337,1900,0.0,560.0,13600,90000
1901,5,908,1940,130.0,512.0,12172,138500
2413,7,1492,2006,0.0,440.0,10237,169985
2630,5,1150,1961,781.0,288.0,7000,146000
1428,7,2097,1993,50.0,678.0,11228,228000
1271,5,1256,1959,476.0,311.0,8000,159000
2464,8,1939,2006,0.0,1053.0,10728,266000
2653,5,1566,1924,0.0,450.0,6000,139000
1505,4,784,1955,784.0,0.0,6931,91900
2110,8,1500,2006,36.0,674.0,8760,212999
2386,9,1850,2004,1261.0,772.0,16033,326000
1086,6,1515,2004,0.0,393.0,9024,179000
1574,8,1537,2006,1036.0,788.0,11563,294000
406,6,987,1972,110.0,288.0,1680,97000
2757,7,1962,2006,464.0,868.0,8760,239799
2559,5,1433,1961,915.0,441.0,9600,161000
1469,6,848,2003,686.0,420.0,4435,136500
407,6,987,1972,162.0,264.0,1680,118000
2300,4,845,1982,565.0,360.0,7599,129500
731,7,1548,1925,0.0,672.0,7264,205000
2230,6,2515,1957,1219.0,484.0,32668,200624
1688,8,1694,2006,0.0,856.0,11825,322400
880,8,1602,2007,1478.0,810.0,10200,293200
1074,9,1684,2005,28.0,564.0,8849,266000
771,6,1683,1978,226.0,440.0,11184,172500
724,5,1869,1890,1088.0,456.0,8820,124900
730,6,1432,1923,0.0,216.0,6615,149000
273,7,1414,2004,24.0,494.0,8773,185500
2793,8,1358,2002,872.0,418.0,11088,220000
1789,8,1496,2007,0.0,474.0,9158,225000
1900,6,932,1950,0.0,306.0,8280,124000
677,3,1040,1950,0.0,400.0,8544,92900
747,5,1072,1925,134.0,1184.0,8635,126500
1038,4,864,1972,600.0,576.0,12735,111250
1763,8,2285,2000,0.0,648.0,11000,248000
1283,5,1117,1963,0.0,264.0,7590,136870
2803,6,848,2003,717.0,420.0,4435,133000
1927,5,1048,1956,586.0,286.0,10152,135000
1036,4,936,1969,252.0,288.0,10295,111900
1237,5,1283,1962,504.0,506.0,7763,140000
1375,4,1588,1959,0.0,680.0,17120,134432
1643,10,2042,2006,1152.0,724.0,13870,455000
2453,8,2526,1994,740.0,844.0,10120,290000
2129,7,1873,1999,342.0,597.0,10820,235500
2640,6,1416,1900,381.0,400.0,9600,156500
2437,6,1664,2000,0.0,460.0,8121,172400
1123,7,1428,2007,0.0,480.0,11639,182000
2398,9,1792,2005,1232.0,925.0,13758,372397
1420,6,2814,1995,779.0,614.0,9771,260000
2693,5,819,1919,0.0,0.0,9000,72000
1370,3,1344,1915,0.0,0.0,10320,82375
392,6,2119,1972,0.0,583.0,10448,158000
1351,5,1285,1948,336.0,240.0,8635,127000
246,7,1433,1987,1433.0,528.0,11980,270000
802,8,2132,1983,1441.0,612.0,12327,316600
1404,6,1357,1959,719.0,312.0,11512,177000
803,7,2196,1990,485.0,701.0,14684,271900
1595,5,1304,1976,0.0,336.0,2665,115000
1319,8,2358,1872,259.0,0.0,5250,122000
2231,8,2726,1986,0.0,691.0,18044,315000
2162,7,1797,2006,0.0,639.0,9245,213500
2622,5,1040,1950,0.0,625.0,7200,109500
1300,5,789,1948,104.0,250.0,6000,115000
2505,7,1143,2004,0.0,588.0,3628,176400
582,6,1489,1968,0.0,462.0,9156,185750
1458,8,1852,1999,668.0,660.0,9066,230000
281,4,960,1958,0.0,0.0,6410,90000
1499,10,5642,2008,5644.0,1418.0,63887,160000
2298,5,768,1970,619.0,624.0,7244,129500
2580,6,1124,1956,914.0,353.0,10152,153000
568,6,1224,2009,294.0,528.0,3000,173733
1807,6,1100,2006,0.0,0.0,7500,146000
129,6,1556,1949,300.0,470.0,17360,172500
2294,6,1356,1977,1148.0,528.0,15957,188000
1860,6,1262,1976,978.0,460.0,9600,181500
839,7,1661,1996,385.0,550.0,10667,212000
2349,7,1857,1978,0.0,482.0,10530,188900
1903,3,666,1946,299.0,0.0,5000,64500
234,6,1981,1978,964.0,522.0,17082,230000
2172,5,1351,1925,130.0,576.0,16287,122000
2588,5,1005,1956,488.0,319.0,11050,133500
1289,6,2792,1920,493.0,520.0,10440,256000
1596,5,1475,1976,318.0,336.0,2665,129500
264,8,1978,2003,1682.0,850.0,10389,318000
451,8,1606,2006,0.0,871.0,9658,255900
536,6,1158,2004,0.0,0.0,7500,143500
43,8,1822,2005,28.0,678.0,14122,259000
2223,6,2259,1953,35.0,450.0,21000,217000
2009,6,1635,1923,300.0,440.0,8737,210000
394,5,1002,1970,828.0,902.0,8750,148500
1738,6,1412,2006,0.0,432.0,8499,156932
1196,5,1728,1965,0.0,576.0,11072,145000
828,7,1290,2007,902.0,662.0,6762,200000
1694,10,2046,2005,1430.0,878.0,15431,450000
571,6,1471,1999,381.0,440.0,3230,172500
1192,6,2614,1974,956.0,624.0,10800,240000
1806,8,2466,2004,0.0,610.0,11143,340000
962,8,1466,2007,16.0,610.0,8925,201000
2142,5,969,1975,716.0,440.0,10356,122000
1648,7,1664,1978,1328.0,663.0,12299,213000
618,6,1691,1967,1173.0,550.0,9900,175000
2108,7,1208,2007,664.0,628.0,6762,195400
772,5,1052,1967,527.0,668.0,11625,113500
2672,6,1577,1939,0.0,312.0,6435,140200
2492,5,909,1968,162.0,294.0,8450,116000
2903,9,1838,2005,1455.0,682.0,11577,359900
2783,6,1388,1977,509.0,317.0,8340,157500
786,5,1867,1955,379.0,303.0,10708,190000
740,5,1301,1924,405.0,440.0,6911,100000
2546,6,1251,1964,553.0,461.0,8800,160000
851,7,1444,2002,1259.0,577.0,10739,203000
1833,8,2810,1990,482.0,750.0,9572,302000
76,6,923,1980,543.0,264.0,8012,143000
2151,8,2452,1998,281.0,683.0,16226,267000
1880,4,1224,1964,0.0,530.0,10899,103000
2907,6,1337,1998,1201.0,405.0,4500,153500
1831,5,1701,1975,1390.0,611.0,16647,171000
2836,4,1669,1924,0.0,288.0,8707,107000
1955,6,952,1968,952.0,288.0,8300,128500
1926,5,922,1957,512.0,308.0,9770,116000
2924,5,1126,1977,936.0,484.0,17400,160000
1003,8,1280,1992,0.0,506.0,5070,180000
1667,5,914,1970,81.0,368.0,7920,133000
2905,7,1368,1997,1243.0,784.0,7020,215000
921,6,1494,1942,547.0,213.0,7500,177500
1780,8,1534,2006,28.0,484.0,10612,215000
746,5,1582,1938,273.0,250.0,6120,150000
254,7,3222,1990,1470.0,594.0,12376,320000
606,6,1516,1964,196.0,472.0,10004,167000
2703,5,1032,1935,0.0,260.0,8250,125000
1306,3,1588,1949,0.0,0.0,12205,65000
